task_id	name	status	exit	realtime	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar
1	PULL_METADATA	COMPLETED	0	25ms	47.1%	0.0%	0	0	0	0	184.4 KB	143.4 KB
2	REFORMAT_METADATA	COMPLETED	0	13ms	44.4%	0.0%	0	0	0	0	41.4 KB	178 B
3	SELECT_SUBSAMPLE	COMPLETED	0	14ms	44.4%	0.0%	0	0	0	0	41.2 KB	178 B
11	PULL_FASTAS (OD966108.1)	COMPLETED	0	2.6s	17.1%	0.4%	15.9 MB	1 GB	15.9 MB	1.1 GB	693.9 KB	54.9 KB
12	PULL_FASTAS (MW816983.1)	COMPLETED	0	2s	14.9%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.7 KB	82.8 KB
10	PULL_FASTAS (MZ499896.1)	COMPLETED	0	2.8s	12.4%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.3 KB	83.1 KB
4	PULL_FASTAS (OM228441.1)	COMPLETED	0	2.1s	20.0%	0.5%	20.6 MB	1.1 GB	20.6 MB	1.1 GB	686.9 KB	84 KB
13	PULL_FASTAS (OL853279.1)	COMPLETED	0	2.1s	16.7%	0.5%	19.8 MB	1.1 GB	19.8 MB	1.1 GB	686.8 KB	83.6 KB
8	PULL_FASTAS (OM353737.1)	COMPLETED	0	2.1s	15.8%	0.1%	3 MB	5.6 MB	3 MB	5.6 MB	686.9 KB	83.3 KB
5	PULL_FASTAS (OM700317.1)	COMPLETED	0	1.8s	16.8%	0.5%	20.6 MB	1.1 GB	20.6 MB	1.1 GB	686.7 KB	83.5 KB
6	PULL_FASTAS (OM693431.1)	COMPLETED	0	1.8s	14.7%	0.5%	20.3 MB	1.2 GB	20.3 MB	1.2 GB	686.7 KB	83.1 KB
7	PULL_FASTAS (OW104045.1)	COMPLETED	0	902ms	14.7%	0.4%	13.5 MB	1 GB	13.5 MB	1 GB	694 KB	53.1 KB
9	PULL_FASTAS (MW928139.1)	COMPLETED	0	816ms	16.0%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.5 KB	81.5 KB
14	PULL_FASTAS (MW869063.1)	COMPLETED	0	687ms	18.8%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	686.9 KB	82.5 KB
15	PULL_FASTAS (OM764907.1)	COMPLETED	0	1s	13.0%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.2 GB	686.8 KB	82.5 KB
17	PULL_FASTAS (MZ978001.1)	COMPLETED	0	1s	13.1%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	686.7 KB	82.5 KB
16	PULL_FASTAS (OD952627.1)	COMPLETED	0	1s	19.0%	0.5%	19.5 MB	1.1 GB	19.5 MB	1.2 GB	693.7 KB	53.6 KB
18	PULL_FASTAS (MW851387.1)	COMPLETED	0	1s	16.2%	0.5%	19.9 MB	1.2 GB	19.9 MB	1.2 GB	686.6 KB	82.6 KB
19	PULL_FASTAS (OV089886.1)	COMPLETED	0	948ms	18.6%	0.5%	18.9 MB	1.2 GB	18.9 MB	1.2 GB	693 KB	53.1 KB
20	PULL_FASTAS (ON383617.1)	COMPLETED	0	950ms	24.8%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	686.3 KB	82.4 KB
21	PULL_FASTAS (OM455908.1)	COMPLETED	0	1.1s	15.3%	0.5%	18 MB	1.1 GB	18.1 MB	1.1 GB	686.8 KB	83.6 KB
24	PULL_FASTAS (OA990281.1)	COMPLETED	0	965ms	15.7%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.1 GB	693.3 KB	53.6 KB
22	PULL_FASTAS (OD985379.1)	COMPLETED	0	989ms	14.4%	0.5%	20.3 MB	1.2 GB	20.3 MB	1.2 GB	694 KB	54 KB
25	PULL_FASTAS (OL820004.1)	COMPLETED	0	918ms	18.8%	0.5%	20.4 MB	1.1 GB	20.4 MB	1.2 GB	686.4 KB	82.8 KB
23	PULL_FASTAS (OM410854.1)	COMPLETED	0	913ms	18.8%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.1 GB	686.8 KB	82.3 KB
26	PULL_FASTAS (OD967055.1)	COMPLETED	0	920ms	21.3%	0.5%	19.9 MB	1.1 GB	20 MB	1.2 GB	693.6 KB	53 KB
27	PULL_FASTAS (BS001390.1)	COMPLETED	0	982ms	17.6%	0.4%	15.4 MB	1 GB	15.4 MB	1 GB	683.9 KB	75 KB
28	PULL_FASTAS (OM123681.1)	COMPLETED	0	828ms	25.6%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.2 GB	687.1 KB	82.6 KB
29	PULL_FASTAS (OL735860.1)	COMPLETED	0	779ms	17.9%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	686.3 KB	82.1 KB
30	PULL_FASTAS (MZ131540.1)	COMPLETED	0	978ms	16.4%	0.4%	13 MB	1 GB	13 MB	1.1 GB	686.9 KB	82.3 KB
32	PULL_FASTAS (MZ376296.1)	COMPLETED	0	943ms	17.4%	0.5%	20.3 MB	1.1 GB	20.3 MB	1.2 GB	687 KB	83 KB
31	PULL_FASTAS (OM047066.1)	COMPLETED	0	914ms	16.9%	0.5%	18.8 MB	1.1 GB	18.9 MB	1.2 GB	686.4 KB	82.6 KB
33	PULL_FASTAS (OU032079.1)	COMPLETED	0	922ms	18.3%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.1 GB	693.9 KB	53.2 KB
34	PULL_FASTAS (OM085279.1)	COMPLETED	0	860ms	19.2%	0.5%	20.3 MB	1.2 GB	20.3 MB	1.2 GB	687 KB	82.7 KB
35	PULL_FASTAS (MZ366576.1)	COMPLETED	0	989ms	18.4%	0.5%	20 MB	1.2 GB	20 MB	1.2 GB	686.8 KB	82.7 KB
36	PULL_FASTAS (OM484190.1)	COMPLETED	0	927ms	26.6%	0.5%	18.2 MB	1.1 GB	18.2 MB	1.1 GB	686.6 KB	82.4 KB
37	PULL_FASTAS (OL887203.1)	COMPLETED	0	812ms	17.0%	0.4%	14.5 MB	1.1 GB	14.5 MB	1.1 GB	686.9 KB	82.9 KB
38	PULL_FASTAS (OM474405.1)	COMPLETED	0	885ms	17.3%	0.5%	17 MB	1.1 GB	17 MB	1.2 GB	686.8 KB	82.6 KB
39	PULL_FASTAS (OM458635.1)	COMPLETED	0	839ms	16.9%	0.5%	20.3 MB	1.1 GB	20.3 MB	1.2 GB	686.9 KB	83 KB
40	PULL_FASTAS (OM620034.1)	COMPLETED	0	850ms	15.4%	0.5%	20.4 MB	1.1 GB	20.4 MB	1.1 GB	686.7 KB	82.8 KB
41	PULL_FASTAS (MW748092.1)	COMPLETED	0	961ms	14.9%	0.5%	19.9 MB	1.1 GB	20 MB	1.2 GB	686.6 KB	83.2 KB
42	PULL_FASTAS (MZ622443.1)	COMPLETED	0	812ms	17.7%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	82.9 KB
43	PULL_FASTAS (OD929840.1)	COMPLETED	0	714ms	24.8%	0.5%	19 MB	1.1 GB	19 MB	1.2 GB	693.9 KB	53 KB
44	PULL_FASTAS (MW671739.1)	COMPLETED	0	854ms	19.2%	0.5%	18.8 MB	1.1 GB	18.8 MB	1.2 GB	686.6 KB	82.3 KB
45	PULL_FASTAS (OU032388.1)	COMPLETED	0	981ms	12.5%	0.4%	13.9 MB	1 GB	13.9 MB	1.1 GB	692.2 KB	53.1 KB
47	PULL_FASTAS (OL904517.1)	COMPLETED	0	782ms	15.4%	0.5%	19.9 MB	1.2 GB	19.9 MB	1.2 GB	686.9 KB	83.6 KB
46	PULL_FASTAS (OD918789.1)	COMPLETED	0	761ms	14.1%	0.5%	20.2 MB	1.1 GB	20.2 MB	1.2 GB	694 KB	53.2 KB
48	PULL_FASTAS (OA983455.1)	COMPLETED	0	744ms	15.7%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.1 GB	694 KB	53.2 KB
50	PULL_FASTAS (ON214834.1)	COMPLETED	0	727ms	17.9%	0.5%	19.4 MB	1.2 GB	19.4 MB	1.2 GB	686.4 KB	82.2 KB
51	PULL_FASTAS (OU423323.1)	COMPLETED	0	1s	16.0%	0.5%	19.5 MB	1.1 GB	19.5 MB	1.2 GB	692.9 KB	53.3 KB
49	PULL_FASTAS (OD968859.1)	COMPLETED	0	1.2s	15.5%	0.5%	18.2 MB	1.1 GB	18.2 MB	1.2 GB	694.1 KB	53.6 KB
52	PULL_FASTAS (OM459060.1)	COMPLETED	0	1.1s	18.5%	0.5%	19.5 MB	1.1 GB	19.5 MB	1.2 GB	686.8 KB	83.2 KB
53	PULL_FASTAS (OM627346.1)	COMPLETED	0	971ms	15.9%	0.5%	17.5 MB	1.2 GB	17.5 MB	1.2 GB	686.7 KB	82.5 KB
54	PULL_FASTAS (OM034438.1)	COMPLETED	0	1s	13.4%	0.4%	15.9 MB	1.1 GB	15.9 MB	1.2 GB	687 KB	82.9 KB
55	PULL_FASTAS (OL987399.1)	COMPLETED	0	712ms	18.1%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.2 GB	686.9 KB	82.3 KB
3291	PULL_FASTAS (OU810900.1)	COMPLETED	0	1.2s	14.6%	0.5%	18.9 MB	1.2 GB	18.9 MB	1.2 GB	694 KB	55.2 KB
56	PULL_FASTAS (MZ622500.1)	COMPLETED	0	795ms	17.4%	0.5%	18.3 MB	1.1 GB	18.3 MB	1.2 GB	686.9 KB	82.7 KB
61	PULL_FASTAS (OM297799.1)	COMPLETED	0	1s	19.0%	0.5%	18.8 MB	1.2 GB	18.9 MB	1.2 GB	686.9 KB	83 KB
58	PULL_FASTAS (OU390921.1)	COMPLETED	0	943ms	16.5%	0.5%	19.7 MB	1.2 GB	19.7 MB	1.2 GB	694 KB	53 KB
57	PULL_FASTAS (ON343137.1)	COMPLETED	0	953ms	17.9%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.7 KB	82.9 KB
59	PULL_FASTAS (OU798770.1)	COMPLETED	0	833ms	28.0%	0.5%	18.4 MB	1.1 GB	18.4 MB	1.2 GB	691.8 KB	52.7 KB
62	PULL_FASTAS (OM562659.1)	COMPLETED	0	1s	13.2%	0.5%	19.2 MB	1.2 GB	19.2 MB	1.2 GB	686.3 KB	82.9 KB
70	PULL_FASTAS (OM478179.1)	COMPLETED	0	922ms	15.8%	0.5%	17.2 MB	1.2 GB	17.2 MB	1.2 GB	686.8 KB	82.8 KB
60	PULL_FASTAS (OM389833.1)	COMPLETED	0	1.1s	12.4%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.8 KB	82.7 KB
63	PULL_FASTAS (OM071163.1)	COMPLETED	0	926ms	16.5%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	686.8 KB	83.5 KB
64	PULL_FASTAS (OD904306.1)	COMPLETED	0	851ms	19.6%	0.5%	19 MB	1.1 GB	19 MB	1.1 GB	693.8 KB	53.5 KB
2898	PULL_FASTAS (ON431095.1)	COMPLETED	0	927ms	19.8%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	686.3 KB	82.5 KB
163	PULL_FASTAS (OD939815.1)	COMPLETED	0	967ms	18.7%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.1 GB	693.9 KB	53.3 KB
65	PULL_FASTAS (OD910935.1)	COMPLETED	0	1.1s	15.2%	0.4%	13.8 MB	1 GB	13.8 MB	1 GB	693.9 KB	53.5 KB
66	PULL_FASTAS (MZ827598.1)	COMPLETED	0	883ms	20.6%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.1 GB	686.4 KB	81.9 KB
67	PULL_FASTAS (OM398387.1)	COMPLETED	0	813ms	18.4%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.1 GB	686.7 KB	82.8 KB
68	PULL_FASTAS (OM679157.1)	COMPLETED	0	892ms	17.2%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.7 KB	82.6 KB
75	PULL_FASTAS (ON575253.1)	COMPLETED	0	965ms	16.7%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.7 KB	83.3 KB
77	PULL_FASTAS (OM310658.1)	COMPLETED	0	983ms	17.8%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	686.8 KB	82.8 KB
69	PULL_FASTAS (MZ000996.1)	COMPLETED	0	823ms	23.2%	0.5%	19.2 MB	1.2 GB	19.2 MB	1.2 GB	686.6 KB	82.1 KB
79	PULL_FASTAS (ON085611.1)	COMPLETED	0	859ms	23.5%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	686.3 KB	81.5 KB
71	PULL_FASTAS (OD918893.1)	COMPLETED	0	1.1s	23.2%	0.5%	18.6 MB	1.1 GB	18.6 MB	1.1 GB	692.3 KB	53.3 KB
81	PULL_FASTAS (OL730327.1)	COMPLETED	0	575ms	19.5%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.5 KB	82.2 KB
72	PULL_FASTAS (OU806825.1)	COMPLETED	0	887ms	14.9%	0.5%	18.9 MB	1.2 GB	18.9 MB	1.2 GB	693.1 KB	53.1 KB
73	PULL_FASTAS (OD981102.1)	COMPLETED	0	1.1s	17.0%	0.4%	16.2 MB	1 GB	16.2 MB	1.1 GB	694.1 KB	53.8 KB
2268	PULL_FASTAS (ON547039.1)	COMPLETED	0	952ms	17.3%	0.5%	18.1 MB	1.2 GB	18.1 MB	1.2 GB	686.8 KB	82.3 KB
78	PULL_FASTAS (OL782804.1)	COMPLETED	0	1.1s	16.5%	0.5%	18.6 MB	1.1 GB	18.6 MB	1.2 GB	686.4 KB	82.2 KB
74	PULL_FASTAS (OL540760.1)	COMPLETED	0	997ms	18.5%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.1 GB	686.8 KB	82.9 KB
76	PULL_FASTAS (OM294497.1)	COMPLETED	0	870ms	18.8%	0.5%	16.8 MB	1.1 GB	16.8 MB	1.1 GB	687 KB	82.5 KB
80	PULL_FASTAS (OD899858.1)	COMPLETED	0	962ms	17.5%	0.4%	16.7 MB	1 GB	16.7 MB	1 GB	694 KB	53.2 KB
82	PULL_FASTAS (OX068799.1)	COMPLETED	0	918ms	25.0%	0.4%	16.3 MB	1.1 GB	16.3 MB	1.2 GB	688.3 KB	52.8 KB
84	PULL_FASTAS (MZ471551.1)	COMPLETED	0	964ms	20.6%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.1 GB	686.7 KB	82.5 KB
4240	PULL_FASTAS (ON382314.1)	COMPLETED	0	760ms	21.8%	0.5%	20.3 MB	1.2 GB	20.3 MB	1.2 GB	686.4 KB	82.4 KB
87	PULL_FASTAS (OL729477.1)	COMPLETED	0	992ms	13.3%	0.5%	18.8 MB	1.1 GB	18.8 MB	1.2 GB	686.9 KB	82.7 KB
92	PULL_FASTAS (OL725482.1)	COMPLETED	0	898ms	16.7%	0.5%	20.2 MB	1.2 GB	20.2 MB	1.2 GB	687.2 KB	82.9 KB
85	PULL_FASTAS (OL820394.1)	COMPLETED	0	997ms	16.4%	0.4%	16 MB	1 GB	16 MB	1 GB	686.8 KB	82.5 KB
86	PULL_FASTAS (OW120226.1)	COMPLETED	0	792ms	19.5%	0.5%	18.6 MB	1.2 GB	18.6 MB	1.2 GB	694.2 KB	53.4 KB
88	PULL_FASTAS (MW771981.1)	COMPLETED	0	836ms	22.2%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.1 GB	687.1 KB	83 KB
89	PULL_FASTAS (OD979608.1)	COMPLETED	0	912ms	20.1%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	693.8 KB	53.7 KB
90	PULL_FASTAS (MW548241.1)	COMPLETED	0	761ms	23.8%	0.5%	19.6 MB	1.2 GB	19.6 MB	1.2 GB	686.4 KB	82.2 KB
91	PULL_FASTAS (MZ212009.1)	COMPLETED	0	831ms	20.9%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	687.1 KB	82.8 KB
93	PULL_FASTAS (MZ512583.1)	COMPLETED	0	791ms	19.5%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.5 KB	82.1 KB
100	PULL_FASTAS (MZ798924.1)	COMPLETED	0	851ms	18.1%	0.5%	19 MB	1.1 GB	19 MB	1.1 GB	686.3 KB	81.8 KB
94	PULL_FASTAS (OU737917.1)	COMPLETED	0	943ms	16.3%	0.5%	18.2 MB	1.3 GB	18.2 MB	1.3 GB	693.8 KB	53.2 KB
95	PULL_FASTAS (OM125735.1)	COMPLETED	0	800ms	16.8%	0.5%	18.3 MB	1.1 GB	18.3 MB	1.2 GB	686.8 KB	82.8 KB
96	PULL_FASTAS (MZ000817.1)	COMPLETED	0	840ms	19.9%	0.4%	16.3 MB	1 GB	16.3 MB	1.1 GB	686.6 KB	81.9 KB
103	PULL_FASTAS (OM624183.1)	COMPLETED	0	927ms	19.4%	0.4%	13.8 MB	1 GB	13.8 MB	1 GB	686.7 KB	82.4 KB
97	PULL_FASTAS (MW912126.1)	COMPLETED	0	732ms	24.8%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.2 GB	686.9 KB	82.8 KB
107	PULL_FASTAS (MW911994.1)	COMPLETED	0	891ms	17.4%	0.5%	19 MB	1.1 GB	19.1 MB	1.2 GB	686.9 KB	83 KB
106	PULL_FASTAS (OV315676.1)	COMPLETED	0	828ms	17.0%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	692.5 KB	53.1 KB
98	PULL_FASTAS (MZ340959.1)	COMPLETED	0	909ms	18.7%	0.5%	19.3 MB	1.1 GB	19.3 MB	1.2 GB	686.7 KB	82.6 KB
99	PULL_FASTAS (OL732101.1)	COMPLETED	0	924ms	15.6%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	82.6 KB
101	PULL_FASTAS (ON440843.1)	COMPLETED	0	894ms	16.2%	0.5%	20.6 MB	1.2 GB	20.6 MB	1.2 GB	686.2 KB	82.4 KB
102	PULL_FASTAS (OB995138.1)	COMPLETED	0	942ms	15.5%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	693.9 KB	53.4 KB
83	PULL_FASTAS (OM344204.1)	COMPLETED	0	622ms	24.0%	0.5%	19.5 MB	1.2 GB	19.5 MB	1.2 GB	686.6 KB	81.9 KB
104	PULL_FASTAS (ON072718.1)	COMPLETED	0	804ms	24.4%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.2 GB	687 KB	82.5 KB
105	PULL_FASTAS (OW103122.1)	COMPLETED	0	734ms	23.7%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.2 GB	693.9 KB	53.6 KB
108	PULL_FASTAS (OB991930.1)	COMPLETED	0	914ms	15.8%	0.4%	13 MB	1 GB	13 MB	1.1 GB	694.2 KB	53.5 KB
109	PULL_FASTAS (OL946002.1)	COMPLETED	0	819ms	18.1%	0.5%	20.5 MB	1.2 GB	20.6 MB	1.2 GB	686.8 KB	82.8 KB
4061	PULL_FASTAS (OL887965.1)	COMPLETED	0	953ms	17.4%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.8 KB	83 KB
110	PULL_FASTAS (MZ153753.1)	COMPLETED	0	907ms	16.9%	0.5%	20.3 MB	1.2 GB	20.3 MB	1.2 GB	686.8 KB	82.6 KB
112	PULL_FASTAS (OU660343.1)	COMPLETED	0	926ms	15.4%	0.5%	18.4 MB	1.1 GB	18.4 MB	1.2 GB	693.9 KB	53.4 KB
119	PULL_FASTAS (OM068410.1)	COMPLETED	0	708ms	22.7%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	686.4 KB	82.2 KB
118	PULL_FASTAS (MZ260771.1)	COMPLETED	0	1s	16.8%	0.5%	20.8 MB	1.1 GB	20.8 MB	1.1 GB	686.9 KB	83.7 KB
111	PULL_FASTAS (MZ535044.1)	COMPLETED	0	1s	21.6%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.1 GB	686.5 KB	82.3 KB
121	PULL_FASTAS (OM117479.1)	COMPLETED	0	884ms	21.5%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.1 GB	687 KB	82.6 KB
113	PULL_FASTAS (OD898702.1)	COMPLETED	0	897ms	15.6%	0.4%	16.4 MB	1.1 GB	16.4 MB	1.2 GB	693.9 KB	53.3 KB
114	PULL_FASTAS (OU810017.1)	COMPLETED	0	799ms	13.8%	0.5%	19.9 MB	1.1 GB	19.9 MB	1.2 GB	693.2 KB	53.1 KB
123	PULL_FASTAS (OL948864.1)	COMPLETED	0	842ms	14.2%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.7 KB	82.8 KB
115	PULL_FASTAS (OL369873.1)	COMPLETED	0	794ms	17.8%	0.5%	20.5 MB	1.1 GB	20.5 MB	1.2 GB	686.7 KB	82.6 KB
116	PULL_FASTAS (OV282711.1)	COMPLETED	0	675ms	22.7%	0.5%	19.5 MB	1.2 GB	19.5 MB	1.2 GB	694 KB	53.3 KB
117	PULL_FASTAS (OM002041.1)	COMPLETED	0	654ms	18.5%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	83.5 KB
120	PULL_FASTAS (OD929067.1)	COMPLETED	0	1.1s	16.3%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	694 KB	53.8 KB
122	PULL_FASTAS (MZ449042.1)	COMPLETED	0	990ms	26.1%	0.1%	3.2 MB	5.6 MB	3.2 MB	5.6 MB	686.3 KB	82.1 KB
124	PULL_FASTAS (OD972287.1)	COMPLETED	0	969ms	14.9%	0.5%	19.9 MB	1.2 GB	19.9 MB	1.2 GB	693.9 KB	54 KB
132	PULL_FASTAS (OM160127.1)	COMPLETED	0	776ms	15.5%	0.5%	20.4 MB	1.2 GB	20.6 MB	1.2 GB	687 KB	83 KB
2611	PULL_FASTAS (MZ074368.1)	COMPLETED	0	946ms	14.3%	0.5%	20.2 MB	1.1 GB	20.3 MB	1.1 GB	687 KB	83 KB
125	PULL_FASTAS (OM213949.2)	COMPLETED	0	994ms	14.9%	0.5%	18.5 MB	1.1 GB	18.5 MB	1.1 GB	686.7 KB	83.1 KB
134	PULL_FASTAS (OL890230.1)	COMPLETED	0	933ms	14.1%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	687 KB	83.8 KB
126	PULL_FASTAS (OM231582.1)	COMPLETED	0	992ms	14.2%	0.5%	20.6 MB	1.1 GB	20.7 MB	1.2 GB	687 KB	83.5 KB
128	PULL_FASTAS (OL720721.1)	COMPLETED	0	1.2s	15.2%	0.4%	14.6 MB	1 GB	14.6 MB	1.1 GB	687 KB	82.7 KB
127	PULL_FASTAS (OU533533.1)	COMPLETED	0	1.1s	17.3%	0.4%	15.2 MB	1.1 GB	15.2 MB	1.1 GB	685 KB	51.6 KB
129	PULL_FASTAS (OL696875.1)	COMPLETED	0	1.1s	15.9%	0.5%	19.5 MB	1.1 GB	19.5 MB	1.2 GB	686.5 KB	82 KB
133	PULL_FASTAS (OW103689.1)	COMPLETED	0	1s	17.2%	0.5%	20.2 MB	1.2 GB	20.3 MB	1.2 GB	694 KB	53.5 KB
130	PULL_FASTAS (OD933893.1)	COMPLETED	0	954ms	13.8%	0.5%	19.2 MB	1.1 GB	19.2 MB	1.2 GB	694.1 KB	53.3 KB
135	PULL_FASTAS (OL775036.1)	COMPLETED	0	1.1s	12.9%	0.5%	20.1 MB	1.1 GB	20.3 MB	1.2 GB	686.7 KB	83.1 KB
131	PULL_FASTAS (ON615360.1)	COMPLETED	0	1s	13.9%	0.5%	19.1 MB	1.1 GB	19.1 MB	1.2 GB	686.5 KB	82.8 KB
136	PULL_FASTAS (OC996305.1)	COMPLETED	0	833ms	16.7%	0.5%	20.1 MB	1.1 GB	20.2 MB	1.2 GB	694 KB	53.6 KB
138	PULL_FASTAS (OM573830.1)	COMPLETED	0	1.1s	19.1%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.8 KB	82.8 KB
137	PULL_FASTAS (OM638848.1)	COMPLETED	0	1s	19.7%	0.5%	20.1 MB	1.1 GB	20.1 MB	1.2 GB	686.9 KB	82.6 KB
140	PULL_FASTAS (MZ181409.1)	COMPLETED	0	911ms	19.3%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.7 KB	82.7 KB
139	PULL_FASTAS (OD973409.1)	COMPLETED	0	917ms	20.2%	0.5%	20.2 MB	1.1 GB	20.2 MB	1.2 GB	693.9 KB	53.7 KB
142	PULL_FASTAS (OM227616.1)	COMPLETED	0	803ms	13.6%	0.4%	13.9 MB	1 GB	13.9 MB	1 GB	686.6 KB	82.1 KB
141	PULL_FASTAS (MZ320149.1)	COMPLETED	0	847ms	17.5%	0.4%	13.9 MB	1 GB	13.9 MB	1 GB	687 KB	82.8 KB
143	PULL_FASTAS (OL743926.1)	COMPLETED	0	780ms	19.6%	0.5%	20.2 MB	1.1 GB	20.2 MB	1.1 GB	686.8 KB	82.5 KB
144	PULL_FASTAS (ON094481.1)	COMPLETED	0	773ms	17.4%	0.4%	14.9 MB	1 GB	14.9 MB	1 GB	686.8 KB	82.6 KB
145	PULL_FASTAS (ON600096.1)	COMPLETED	0	2s	9.7%	0.2%	5.4 MB	9.3 MB	5.4 MB	9.3 MB	686 KB	82.3 KB
146	PULL_FASTAS (OU391284.1)	COMPLETED	0	2s	9.1%	0.5%	20 MB	1.1 GB	20 MB	1.2 GB	693.8 KB	53.2 KB
148	PULL_FASTAS (OD991414.1)	COMPLETED	0	860ms	22.0%	0.5%	19.6 MB	1.1 GB	19.6 MB	1.2 GB	693.7 KB	53.3 KB
147	PULL_FASTAS (MW643275.1)	COMPLETED	0	846ms	21.2%	0.5%	17.8 MB	1.2 GB	17.8 MB	1.2 GB	686.7 KB	82.3 KB
150	PULL_FASTAS (MW963536.1)	COMPLETED	0	806ms	16.4%	0.5%	18.7 MB	1.1 GB	18.7 MB	1.2 GB	687.1 KB	82.9 KB
149	PULL_FASTAS (OU593802.1)	COMPLETED	0	1.1s	14.6%	0.5%	18.9 MB	1.1 GB	18.9 MB	1.1 GB	693.9 KB	53.9 KB
158	PULL_FASTAS (MZ376909.1)	COMPLETED	0	1s	18.1%	0.5%	20.1 MB	1.2 GB	20.1 MB	1.2 GB	686.8 KB	82.9 KB
159	PULL_FASTAS (OD905888.1)	COMPLETED	0	876ms	21.3%	0.5%	20.3 MB	1.1 GB	20.3 MB	1.1 GB	691.6 KB	52.8 KB
151	PULL_FASTAS (MZ296497.1)	COMPLETED	0	952ms	17.3%	0.5%	20.2 MB	1.1 GB	20.3 MB	1.2 GB	687 KB	83.3 KB
4472	PULL_FASTAS (OU818581.1)	COMPLETED	0	723ms	23.7%	0.5%	19.7 MB	1.1 GB	19.7 MB	1.2 GB	693.5 KB	53.2 KB
152	PULL_FASTAS (OV687241.1)	COMPLETED	0	947ms	20.4%	0.5%	19.6 MB	1.2 GB	19.6 MB	1.2 GB	693.7 KB	53.9 KB
161	PULL_FASTAS (OD920425.1)	COMPLETED	0	965ms	23.4%	0.5%	19.8 MB	1.1 GB	19.8 MB	1.2 GB	694 KB	53.6 KB
162	PULL_FASTAS (ON285476.1)	COMPLETED	0	845ms	16.0%	0.1%	3.1 MB	5.6 MB	3.1 MB	5.6 MB	686.1 KB	82.6 KB
153	PULL_FASTAS (OV089133.1)	COMPLETED	0	802ms	20.8%	0.5%	19.8 MB	1.2 GB	19.8 MB	1.2 GB	678.4 KB	50.2 KB
154	PULL_FASTAS (OM043379.1)	COMPLETED	0	819ms	21.4%	0.5%	19.4 MB	1.1 GB	19.4 MB	1.2 GB	686.9 KB	82.4 KB
