sample,distance,date,day,lineage
OK192321-1,31,2021-03-22,204,B.1.427
OK192448-1,24,2021-03-21,203,P.2
OK192449-1,37,2021-03-24,206,B.1.1.7
OK192470-1,20,2021-03-25,207,B.1.526
OK192630-1,35,2021-03-26,208,B.1.1.7
OK193559-1,34,2021-03-27,209,B.1.1.7
OK193638-1,36,2021-03-24,206,B.1.1.7
OK194240-1,25,2021-03-27,209,B.1.409
OK194398-1,21,2021-03-28,210,B.1.526
OK217702-1,35,2021-04-19,232,B.1.1.7
OK218055-1,38,2021-04-02,215,B.1.1.7
OK218218-1,32,2021-04-03,216,B.1.1.7
OK218559-1,21,2021-03-31,213,B.1.526
OK219201-1,38,2021-04-05,218,P.1
OK219504-1,38,2021-04-23,236,B.1.1.7
OK220481-1,24,2021-03-31,213,B.1.429
OK220609-1,35,2021-04-04,217,B.1.1.7
OK220988-1,36,2021-03-31,213,B.1.1.7
OK221097-1,35,2021-04-02,215,B.1.1.7
OK221155-1,39,2021-04-15,228,B.1.1.7
OK230712-1,38,2021-06-12,286,B.1.1.7
OK232730-1,40,2021-06-01,275,B.1.1.7
OK233280-1,39,2021-06-01,275,B.1.1.7
OK233632-1,36,2021-05-31,274,B.1.1.7
OK234253-1,27,2021-06-07,281,B.1.526
OK243574-1,37,2021-07-01,305,P.1.17
OK245292-1,33,2021-07-13,317,B.1.617.2
OK245726-1,18,2021-02-12,166,B.1.243
OK245827-1,22,2021-03-15,197,B.1.596
OK245832-1,22,2021-03-15,197,B.1.243
OK245969-1,21,2021-04-05,218,B.1.526
OK246737-1,37,2021-05-05,248,B.1.1.7
OK249726-1,36,2021-06-17,291,B.1.1.7
OK250313-1,26,2021-03-19,201,B.1.575
OK252852-1,36,2021-03-23,205,B.1.1.7
OK290061-1,28,2021-05-24,267,B.1.526
OK290105-1,41,2021-05-19,262,B.1.1.7
OK292373-1,34,2021-03-23,205,B.1.1.7
OK292691-1,36,2021-03-23,205,B.1.1.7
OK293162-1,38,2021-07-23,327,B.1.617.2
OK319109-1,38,2021-07-21,325,P.1.17
OK319469-1,30,2021-07-22,326,B.1.617.2
OK320968-1,32,2021-07-21,325,B.1.617.2
OK322726-1,18,2021-01-18,141,B.1.609
OK340971-1,33,2021-03-25,207,B.1.1.7
OK341138-1,31,2021-03-31,213,B.1.1.7
OK341157-1,29,2021-04-05,218,B.1.1.7
OK341175-1,15,2021-04-06,219,B.1.1.348
OK384102-1,37,2021-08-03,338,AY.35
OK396409-1,35,2021-08-23,358,B.1.617.2
OK399299-1,35,2021-05-04,247,B.1.1.7
OK426482-1,18,2020-12-22,114,B.1.471
OK426674-1,17,2020-09-06,7,C.12
OK426780-1,34,2021-01-01,124,B.1.1.7
OK427177-1,19,2020-11-08,70,B.1.36
OK433788-1,41,2021-09-15,381,AY.100
OK435170-1,20,2021-02-11,165,B.1.2
OK435688-1,22,2021-02-16,170,B.1.2
OK436101-1,24,2021-02-11,165,B.1.1.519
OK436514-1,26,2021-02-10,164,B.1.1.519
OK439831-1,27,2021-02-04,158,B.1.637
OK460027-1,48,2021-09-09,375,AY.3
OK463712-1,35,2021-09-22,388,B.1.617.2
OK472748-1,33,2021-08-04,339,B.1.617.2
OK501495-1,33,2021-07-12,316,B.1.617.2
OK511334-1,41,2021-06-03,277,B.1.1.7
OK512210-1,27,2021-06-07,281,B.1.1.519
OK546938-1,22,2020-12-23,115,B.1.232
OK547054-1,23,2020-12-09,101,B.1.561
OK547304-1,37,2021-04-21,234,B.1.1.7
OK547380-1,18,2020-12-31,123,B.1
OK547594-1,28,2020-12-22,114,B.1.1.222
OK547635-1,14,2020-12-04,96,B.1
OK547880-1,35,2021-04-13,226,P.1
OK548188-1,18,2021-01-02,125,B.1.1
OK548250-1,27,2020-12-29,121,B.1.427
OK548482-1,26,2021-01-13,136,B.1.1
OK548576-1,41,2021-05-26,269,Q.3
OK548635-1,10,2021-01-05,128,B.1
OK549436-1,26,2021-01-20,143,B.1.2
OK549536-1,23,2020-12-30,122,B.1
OK550396-1,22,2021-01-28,151,B.1.427
OK571015-1,33,2021-07-09,313,B.1.1.7
OK586350-1,36,2021-04-11,224,B.1.1.7
OK603730-1,43,2021-09-21,387,AY.100
OK623322-1,27,2021-04-04,217,B.1.526
OK650157-1,20,2020-12-01,93,B.1.2
OK653082-1,29,2021-04-01,214,B.1.429
OK653468-1,21,2020-12-15,107,B.1.234
OK653475-1,19,2020-12-15,107,B.1.311
OK653997-1,21,2020-12-16,108,B.1.2
OK654107-1,18,2020-12-16,108,B.1.311
OK657681-1,21,2020-12-14,106,B.1.2
OK657772-1,17,2020-12-15,107,B.1.311
OL304028-1,34,2021-03-18,200,B.1.1.7
OL332383-1,19,2021-01-18,141,B.1.239
OL332571-1,26,2021-01-19,142,B.1.429
OL334786-1,6,2021-10-09,405,B.1
OL351406-1,59,2021-10-19,415,B.1.617.2
OL355188-1,41,2021-08-13,348,AY.3.1
OL365106-1,33,2021-04-11,224,B.1.429
OL365504-1,21,2020-10-17,48,B.1.2
OL365708-1,11,2020-11-16,78,B.1.400
OL368903-1,37,2021-04-27,240,B.1.1.7
OL369059-1,38,2021-04-27,240,B.1.1.7
OL369163-1,36,2021-04-28,241,B.1.1.7
OL369595-1,31,2021-04-28,241,B.1.526
OL369627-1,37,2021-04-28,241,B.1.1.7
OL369640-1,38,2021-04-28,241,P.1.10
OL369749-1,36,2021-04-25,238,B.1.1.7
OL369873-1,23,2021-04-28,241,B.1.526
OL423907-1,40,2021-09-23,389,AY.44
OL429969-1,40,2021-10-15,411,AY.44
OL454546-1,16,2020-10-15,46,B.1.1
OL473802-1,18,2021-01-05,128,B.1.1.434
OL473995-1,26,2021-01-25,148,B.1.588
OL474193-1,19,2021-02-08,162,B.1.526
OL474256-1,27,2021-02-17,171,B.1.637
OL475440-1,35,2021-03-09,191,B.1.1.7
OL481308-1,36,2021-10-25,421,AY.75
OL522619-1,24,2021-06-23,297,B.1.526
OL522814-1,41,2021-06-22,296,P.1.10
OL523657-1,33,2021-07-31,335,B.1.617.2
OL524451-1,46,2021-07-26,330,B.1.1.7
OL532084-1,34,2021-07-03,307,P.1
OL538263-1,37,2021-04-01,214,B.1.1.7
OL538690-1,36,2021-04-26,239,B.1.1.7
OL540760-1,25,2021-01-06,129,B.1.429
OL540771-1,20,2021-01-05,128,B.1.2
OL540855-1,22,2021-01-05,128,B.1.427
OL555476-1,20,2021-09-14,380,B.1.427
OL579534-1,41,2021-11-02,429,AY.47
OL601676-1,30,2021-01-26,149,B.1.525
OL673267-1,36,2021-09-12,378,B.1.617.2
OL676155-1,21,2020-10-19,50,B.1
OL679027-1,15,2020-11-01,63,B.1.1.329
OL696875-1,44,2021-11-07,434,AY.4
OL696880-1,44,2021-10-29,425,AY.118
OL700622-1,41,2021-11-17,444,AY.103
OL700871-1,48,2021-09-09,375,AY.44
OL702464-1,36,2021-10-15,411,AY.26
OL704006-1,43,2021-11-09,436,AY.25.1
OL705534-1,46,2021-10-27,423,AY.44
OL705550-1,39,2021-10-26,422,AY.103
OL705758-1,44,2021-10-27,423,AY.20
OL706276-1,43,2021-11-15,442,AY.25.1
OL706521-1,20,2021-03-27,209,B.1.561
OL706621-1,24,2021-04-05,218,B.1.2
OL707543-1,42,2021-11-18,445,AY.103
OL708500-1,49,2021-11-10,437,AY.44
OL708546-1,44,2021-11-10,437,AY.44
OL708614-1,45,2021-11-11,438,AY.119
OL708841-1,46,2021-11-12,439,AY.3
OL709172-1,42,2021-11-13,440,AY.3
OL709217-1,42,2021-11-13,440,AY.113
OL709279-1,48,2021-11-14,441,AY.44
OL709295-1,45,2021-11-14,441,AY.44
OL709512-1,18,2021-01-19,142,B.1.243
OL711325-1,46,2021-11-15,442,AY.44
OL714511-1,46,2021-11-04,431,AY.20
OL714544-1,42,2021-11-04,431,AY.3
OL714677-1,40,2021-11-04,431,AY.44
OL714777-1,44,2021-11-04,431,AY.103
OL714836-1,39,2021-11-04,431,AY.103
OL715011-1,43,2021-11-10,437,AY.44
OL715780-1,41,2021-11-27,454,AY.25
OL717303-1,42,2021-11-18,445,AY.44
OL717595-1,45,2021-11-19,446,AY.3
OL718085-1,47,2021-11-20,447,AY.103
OL718478-1,43,2021-11-22,449,AY.25
OL720721-1,25,2021-11-23,450,B.1.617.2
OL720774-1,43,2021-11-23,450,AY.103
OL721050-1,50,2021-11-23,450,AY.39
OL721193-1,41,2021-11-23,450,AY.103
OL721320-1,40,2021-11-24,451,AY.103
OL721551-1,42,2021-11-24,451,AY.103
OL722167-1,46,2021-10-25,421,AY.3
OL722282-1,49,2021-10-21,417,AY.39
OL723507-1,42,2021-11-02,429,AY.39
OL723865-1,45,2021-11-06,433,AY.100
OL724451-1,43,2021-11-16,443,AY.39
OL725178-1,46,2021-11-02,429,AY.44
OL725482-1,42,2021-11-03,430,AY.103
OL725701-1,44,2021-11-03,430,AY.44
OL726135-1,53,2021-11-03,430,AY.20
OL726270-1,41,2021-11-04,431,AY.103
OL726475-1,45,2021-11-05,432,AY.44
OL726532-1,43,2021-11-05,432,AY.3
OL727307-1,40,2021-11-12,439,AY.103
OL727336-1,38,2021-11-13,440,AY.103
OL727367-1,43,2021-11-14,441,AY.3
OL728444-1,45,2021-11-18,445,AY.3
OL728875-1,41,2021-11-20,447,AY.103
OL729098-1,45,2021-11-20,447,AY.103
OL729381-1,47,2021-11-02,429,AY.119.2
OL729477-1,41,2021-11-03,430,AY.103
OL729738-1,42,2021-11-03,430,AY.103
OL729864-1,38,2021-11-04,431,AY.44
OL729944-1,43,2021-11-04,431,AY.44
OL730327-1,41,2021-11-04,431,AY.25
OL730764-1,43,2021-11-05,432,AY.100
OL731243-1,45,2021-11-07,434,AY.3
OL731886-1,43,2021-11-09,436,AY.25.1
OL732000-1,49,2021-11-09,436,AY.44
OL732101-1,43,2021-11-09,436,AY.39
OL732521-1,48,2021-11-10,437,AY.103
OL732538-1,46,2021-11-10,437,AY.100
OL732749-1,41,2021-11-11,438,AY.25.1
OL732824-1,41,2021-11-11,438,AY.103
OL733058-1,39,2021-11-11,438,AY.25
OL733169-1,46,2021-11-11,438,AY.117
OL733467-1,43,2021-11-12,439,AY.103
OL733543-1,44,2021-11-12,439,AY.103
OL733605-1,44,2021-11-12,439,AY.25
OL733759-1,41,2021-11-13,440,AY.103
OL733762-1,49,2021-11-13,440,AY.39
OL733987-1,43,2021-11-13,440,AY.103
OL733993-1,44,2021-11-13,440,AY.44
OL734124-1,42,2021-11-16,443,AY.44
OL734438-1,40,2021-11-06,433,AY.25.1
OL734586-1,41,2021-11-08,435,AY.118
OL734978-1,43,2021-11-12,439,AY.44
OL735743-1,51,2021-11-14,441,AY.3
OL735860-1,43,2021-11-14,441,AY.25
OL735975-1,49,2021-11-15,442,AY.44
OL736634-1,39,2021-11-15,442,AY.4
OL736662-1,43,2021-11-15,442,AY.25.1
OL736773-1,40,2021-11-16,443,AY.25.1
OL737835-1,43,2021-11-17,444,AY.44
OL737984-1,49,2021-11-17,444,AY.44
OL738128-1,40,2021-11-17,444,AY.119
OL740142-1,43,2021-09-20,386,AY.25
OL740177-1,43,2021-10-06,402,AY.47
OL740183-1,39,2021-10-06,402,AY.26
OL741400-1,43,2021-11-22,449,AY.25
OL743685-1,41,2021-11-12,439,AY.3
OL743793-1,50,2021-10-26,422,AY.100
OL743926-1,46,2021-11-03,430,AY.44
OL745687-1,46,2021-11-30,457,AY.3
OL746883-1,40,2021-10-27,423,AY.3
OL747345-1,41,2021-10-27,423,AY.44
OL747493-1,45,2021-11-13,440,AY.100
OL747533-1,45,2021-11-13,440,AY.120.1
OL748200-1,41,2021-11-15,442,AY.103
OL748944-1,46,2021-11-16,443,AY.44
OL749042-1,47,2021-11-16,443,AY.100
OL749186-1,47,2021-11-16,443,AY.44
OL749642-1,51,2021-11-16,443,AY.3.3
OL749759-1,49,2021-11-16,443,AY.3
OL750025-1,40,2021-11-16,443,AY.3
OL750232-1,41,2021-11-16,443,AY.113
OL750338-1,42,2021-11-16,443,AY.39
OL750527-1,43,2021-11-17,444,AY.119
OL750537-1,44,2021-11-17,444,AY.39
OL750623-1,43,2021-11-17,444,AY.39
OL751244-1,42,2021-11-18,445,AY.103
OL751303-1,47,2021-11-19,446,AY.25
OL752987-1,42,2021-10-04,400,AY.44
OL753763-1,43,2021-11-01,428,AY.103
OL753889-1,47,2021-11-02,429,AY.3
OL753909-1,42,2021-11-02,429,AY.44
OL754249-1,38,2021-11-03,430,AY.26
OL754345-1,44,2021-11-04,431,AY.103
OL757177-1,43,2021-11-28,455,AY.20
OL758923-1,39,2021-11-22,449,AY.103
OL759259-1,48,2021-11-09,436,AY.44
OL759328-1,47,2021-11-09,436,AY.44
OL759785-1,42,2021-11-11,438,AY.75
OL759825-1,38,2021-11-11,438,AY.103
OL760029-1,49,2021-11-11,438,AY.3
OL760092-1,42,2021-11-11,438,AY.119
OL760243-1,42,2021-11-15,442,AY.119
OL760605-1,47,2021-11-17,444,AY.3
OL761046-1,40,2021-11-17,444,AY.103
OL762933-1,46,2021-10-13,409,AY.3
OL765064-1,40,2021-11-01,428,AY.103
OL765224-1,46,2021-11-09,436,AY.64
OL769889-1,43,2021-11-02,429,AY.119
OL770551-1,42,2021-11-16,443,AY.103
OL770945-1,35,2021-11-03,430,AY.47
OL773850-1,45,2021-11-29,456,AY.122
OL773875-1,51,2021-11-29,456,AY.44
OL773964-1,42,2021-11-29,456,AY.103
OL774095-1,46,2021-11-30,457,AY.103
OL775036-1,41,2021-11-26,453,AY.25
OL775886-1,43,2021-11-10,437,AY.39
OL776097-1,47,2021-11-10,437,AY.25
OL776119-1,43,2021-11-10,437,AY.103
OL776123-1,47,2021-11-10,437,AY.39
OL776203-1,42,2021-11-10,437,AY.103
OL776348-1,42,2021-11-10,437,AY.44
OL776756-1,44,2021-11-11,438,AY.122
OL776900-1,52,2021-11-11,438,AY.25.1
OL776908-1,42,2021-11-11,438,AY.117
OL777466-1,47,2021-11-12,439,AY.44
OL777627-1,45,2021-11-18,445,AY.103
OL777655-1,50,2021-11-18,445,AY.4
OL778110-1,41,2021-11-19,446,AY.119
OL778586-1,43,2021-11-09,436,AY.25
OL778587-1,46,2021-11-09,436,AY.117
OL778700-1,44,2021-11-09,436,AY.100
OL782636-1,45,2021-11-16,443,AY.26
OL782771-1,44,2021-10-21,417,AY.44
OL782804-1,39,2021-10-05,401,AY.118
OL782924-1,46,2021-09-22,388,AY.20
OL783625-1,40,2021-11-23,450,AY.119.2
OL783662-1,39,2021-11-24,451,AY.103
OL783843-1,47,2021-11-27,454,AY.44
OL784288-1,41,2021-11-24,451,AY.103
OL784664-1,46,2021-11-27,454,AY.100
OL784670-1,40,2021-11-27,454,AY.103
OL784882-1,44,2021-11-29,456,AY.119.2
OL785361-1,44,2021-11-29,456,AY.44
OL785851-1,49,2021-11-09,436,AY.44
OL786231-1,51,2021-11-16,443,AY.44
OL786267-1,41,2021-11-16,443,AY.103
OL786269-1,44,2021-11-16,443,AY.103
OL786290-1,44,2021-11-16,443,AY.3
OL786370-1,48,2021-11-17,444,AY.44
OL786566-1,47,2021-11-17,444,AY.100
OL787436-1,40,2021-11-16,443,AY.122
OL788934-1,41,2021-11-26,453,AY.47
OL789245-1,46,2021-11-28,455,AY.25.1
OL789281-1,40,2021-11-23,450,AY.119
OL789560-1,46,2021-11-26,453,AY.103
OL789765-1,44,2021-11-27,454,AY.44
OL789818-1,47,2021-11-28,455,AY.44
OL791008-1,41,2021-09-02,368,AY.25
OL791464-1,39,2021-11-08,435,AY.103
OL791849-1,44,2021-09-16,382,AY.103
OL791877-1,40,2021-09-16,382,AY.44
OL792054-1,38,2021-09-07,373,AY.44
OL792093-1,34,2021-09-13,379,AY.4
OL794697-1,40,2021-11-29,456,AY.25
OL794776-1,40,2021-11-29,456,AY.43
OL795306-1,40,2021-11-29,456,AY.103
OL795533-1,45,2021-09-06,372,AY.25
OL796281-1,41,2021-11-27,454,AY.103
OL796772-1,38,2021-11-27,454,AY.43
OL796986-1,38,2021-11-29,456,AY.43
OL797011-1,38,2021-11-27,454,AY.103
OL797198-1,46,2021-11-26,453,AY.103
OL797904-1,45,2021-11-26,453,AY.25
OL797938-1,46,2021-11-29,456,AY.113
OL798156-1,50,2021-11-30,457,AY.100
OL799353-1,39,2021-08-07,342,AY.3
OL800643-1,47,2021-11-24,451,AY.39
OL802301-1,45,2021-11-30,457,AY.103
OL802510-1,48,2021-11-29,456,AY.44
OL802684-1,48,2021-11-29,456,AY.103
OL804712-1,44,2021-11-24,451,AY.103
OL805118-1,46,2021-11-26,453,AY.3
OL805231-1,44,2021-11-26,453,AY.3
OL805235-1,47,2021-11-26,453,AY.25
OL805524-1,42,2021-11-27,454,AY.103
OL805800-1,47,2021-11-28,455,AY.34
OL805886-1,38,2021-11-29,456,AY.4
OL806155-1,44,2021-11-29,456,AY.47
OL806210-1,41,2021-11-29,456,AY.103
OL806333-1,50,2021-11-29,456,AY.3
OL808949-1,43,2021-11-18,445,AY.103
OL809100-1,41,2021-11-20,447,AY.103
OL809160-1,40,2021-11-20,447,AY.103
OL809469-1,50,2021-11-24,451,AY.113
OL810098-1,26,2021-04-05,218,B.1.1.519
OL818386-1,37,2021-11-30,457,AY.43
OL818395-1,47,2021-11-30,457,AY.100
OL818723-1,45,2021-11-30,457,AY.103
OL818737-1,45,2021-11-30,457,AY.44
OL819452-1,45,2021-11-30,457,AY.25
OL819619-1,45,2021-11-30,457,AY.119
OL819671-1,44,2021-11-30,457,AY.25.1
OL819697-1,44,2021-11-30,457,AY.25.1
OL819847-1,42,2021-11-29,456,AY.114
OL820004-1,45,2021-11-14,441,AY.100
OL820394-1,40,2021-11-03,430,AY.122
OL820648-1,46,2021-11-10,437,AY.39
OL820715-1,43,2021-11-12,439,AY.25
OL820792-1,39,2021-12-02,459,AY.26
OL820952-1,49,2021-12-02,459,AY.3
OL821044-1,45,2021-12-02,459,AY.44
OL821107-1,45,2021-12-03,460,AY.3
OL821399-1,43,2021-12-03,460,AY.103
OL821454-1,47,2021-12-03,460,AY.44
OL821486-1,43,2021-12-04,461,AY.39.1
OL821620-1,50,2021-12-05,462,AY.100
OL821743-1,42,2021-12-01,458,AY.44
OL821780-1,45,2021-12-01,458,AY.44
OL822059-1,49,2021-12-01,458,AY.119.2
OL822110-1,47,2021-12-01,458,AY.25.1
OL822301-1,41,2021-11-30,457,AY.103
OL822625-1,50,2021-12-01,458,AY.100
OL822647-1,41,2021-12-01,458,AY.43
OL822836-1,45,2021-12-01,458,AY.25.1
OL823286-1,45,2021-11-29,456,AY.103
OL823295-1,47,2021-11-29,456,AY.100
OL823469-1,44,2021-11-30,457,AY.107
OL823488-1,53,2021-11-30,457,AY.3
OL823681-1,43,2021-12-02,459,AY.25
OL824526-1,51,2021-12-04,461,AY.100
OL825819-1,11,2020-09-23,24,B.1.240
OL825932-1,15,2020-10-18,49,B.1.2
OL826093-1,24,2020-11-14,76,B.1.2
OL826661-1,15,2020-11-23,85,B.1.2
OL827576-1,48,2021-11-10,437,AY.122
OL827644-1,41,2021-11-10,437,AY.113
OL829294-1,49,2021-11-11,438,AY.3.1
OL829358-1,38,2021-11-12,439,AY.47
OL829494-1,40,2021-11-12,439,AY.119.2
OL829514-1,40,2021-11-12,439,AY.25
OL829629-1,49,2021-11-12,439,AY.44
OL829650-1,45,2021-11-12,439,AY.103
OL829703-1,46,2021-11-12,439,AY.117
OL830065-1,40,2021-11-27,454,AY.3
OL831353-1,47,2021-12-07,464,AY.3
OL831585-1,45,2021-12-07,464,AY.100
OL833118-1,43,2021-11-17,444,AY.103
OL833805-1,44,2021-11-19,446,AY.44
OL833809-1,49,2021-11-19,446,AY.25
OL833925-1,39,2021-11-19,446,AY.113
OL834064-1,40,2021-11-19,446,AY.119
OL834093-1,52,2021-11-20,447,AY.44
OL834139-1,42,2021-11-20,447,AY.100
OL834867-1,45,2021-11-21,448,AY.25
OL835035-1,43,2021-11-22,449,AY.25.1
OL835511-1,46,2021-11-22,449,AY.25
OL835724-1,44,2021-11-23,450,AY.20
OL836513-1,44,2021-11-23,450,AY.129
OL837024-1,46,2021-11-24,451,AY.25
OL837388-1,45,2021-11-24,451,AY.44
OL838510-1,42,2021-11-12,439,AY.26
OL838588-1,50,2021-11-12,439,AY.3
OL839031-1,52,2021-11-14,441,AY.44
OL840454-1,43,2021-12-03,460,AY.44
OL842159-1,24,2020-12-21,113,B.1.561
OL843604-1,43,2021-11-20,447,AY.26
OL843989-1,18,2020-12-02,94,B.1.609
OL844293-1,24,2020-12-15,107,B.1.2
OL844327-1,23,2020-12-15,107,B.1.232
OL844692-1,17,2020-12-14,106,B.1.369
OL847017-1,39,2021-12-02,459,AY.103
OL847095-1,40,2021-12-01,458,AY.119
OL847149-1,44,2021-12-02,459,AY.103
OL847983-1,41,2021-07-08,312,AY.20
OL850157-1,38,2021-10-20,416,AY.25
OL850209-1,35,2021-10-18,414,B.1.617.2
OL850541-1,45,2021-10-22,418,AY.44
OL850852-1,41,2021-10-02,398,AY.44
OL851963-1,43,2021-11-15,442,AY.39
OL852778-1,44,2021-11-12,439,AY.44
OL852987-1,43,2021-11-17,444,AY.44
OL853071-1,43,2021-11-18,445,AY.3
OL853208-1,43,2021-11-12,439,AY.119.2
OL853279-1,46,2021-11-18,445,AY.103
OL856235-1,40,2021-11-29,456,AY.25
OL856491-1,48,2021-12-01,458,AY.25
OL856861-1,48,2021-12-02,459,AY.121
OL856961-1,43,2021-12-03,460,AY.44
OL858287-1,41,2021-11-28,455,AY.103
OL858328-1,30,2021-11-28,455,AY.119
OL858673-1,40,2021-11-29,456,AY.119
OL859725-1,39,2021-11-19,446,AY.103
OL860132-1,48,2021-11-19,446,AY.3
OL860332-1,43,2021-11-19,446,AY.103
OL860712-1,46,2021-11-20,447,AY.119
OL863510-1,39,2021-11-29,456,AY.103
OL863550-1,42,2021-11-30,457,AY.103
OL863853-1,47,2021-12-01,458,AY.100
OL863929-1,42,2021-12-01,458,AY.25.1
OL864333-1,41,2021-12-01,458,AY.26
OL864583-1,42,2021-12-02,459,AY.47
OL864604-1,44,2021-12-02,459,AY.43
OL864716-1,45,2021-12-02,459,AY.118
OL864746-1,48,2021-12-02,459,AY.39
OL865676-1,47,2021-11-26,453,AY.103
OL865938-1,43,2021-11-27,454,AY.25
OL865946-1,48,2021-11-27,454,AY.100
OL867294-1,38,2021-09-03,369,AY.103
OL867299-1,40,2021-09-02,368,AY.113
OL868150-1,42,2021-09-29,395,AY.119
OL869779-1,43,2021-11-19,446,AY.25.1
OL869790-1,43,2021-11-17,444,AY.103
OL869852-1,44,2021-11-19,446,AY.103
OL871934-1,44,2021-11-16,443,AY.100
OL872060-1,46,2021-11-15,442,AY.25
OL873682-1,42,2021-11-23,450,AY.103
OL873874-1,46,2021-11-24,451,AY.103
OL874252-1,46,2021-12-03,460,AY.103
OL875377-1,50,2021-12-03,460,AY.100
OL875535-1,42,2021-12-06,463,AY.103
OL875635-1,41,2021-12-06,463,AY.25
OL875969-1,40,2021-12-06,463,AY.47
OL876041-1,40,2021-12-06,463,AY.25
OL876552-1,43,2021-11-28,455,AY.39
OL877627-1,42,2021-12-06,463,AY.103
OL878175-1,39,2021-11-03,430,AY.39
OL878198-1,43,2021-11-03,430,AY.3
OL881149-1,43,2021-12-02,459,AY.103
OL882171-1,38,2021-11-29,456,AY.43
OL882494-1,40,2021-11-30,457,AY.119
OL882783-1,47,2021-11-30,457,AY.3
OL883628-1,41,2021-12-01,458,AY.25
OL883719-1,48,2021-12-01,458,AY.103
OL883939-1,45,2021-12-02,459,AY.44
OL884123-1,50,2021-12-03,460,AY.39
OL884752-1,44,2021-11-16,443,AY.44
OL884787-1,41,2021-11-16,443,AY.25
OL885635-1,47,2021-11-13,440,AY.39
OL885693-1,41,2021-11-13,440,AY.103
OL885699-1,41,2021-11-13,440,AY.25
OL886311-1,40,2021-11-14,441,AY.25.1
OL886535-1,47,2021-11-15,442,AY.103
OL887009-1,44,2021-11-16,443,AY.44
OL887125-1,50,2021-11-17,444,AY.100
OL887203-1,47,2021-11-17,444,AY.3
OL887633-1,46,2021-11-18,445,AY.122
OL887652-1,49,2021-11-18,445,AY.44
OL887717-1,48,2021-11-18,445,AY.3.1
OL887965-1,48,2021-11-19,446,AY.36
OL888725-1,46,2021-11-20,447,AY.44
OL889276-1,41,2021-11-21,448,AY.20
OL889442-1,46,2021-11-21,448,AY.44
OL889559-1,48,2021-11-21,448,AY.103
OL890230-1,40,2021-12-03,460,AY.43
OL890455-1,46,2021-12-03,460,AY.25
OL894613-1,44,2021-11-27,454,AY.25.1
OL894724-1,43,2021-11-28,455,AY.25
OL895245-1,37,2021-11-04,431,AY.44
OL895920-1,42,2021-11-19,446,AY.103
OL895971-1,42,2021-11-20,447,AY.3
OL896066-1,41,2021-11-21,448,AY.103
OL896259-1,45,2021-11-22,449,AY.100
OL896272-1,42,2021-11-22,449,AY.25
OL896285-1,45,2021-11-22,449,AY.103
OL897855-1,44,2021-12-07,464,AY.44
OL897901-1,49,2021-12-07,464,AY.44
OL897948-1,51,2021-12-07,464,AY.3
OL898209-1,44,2021-12-08,465,AY.119.2
OL898834-1,55,2021-12-03,460,BA.1
OL900797-1,44,2021-11-15,442,AY.103
OL901028-1,44,2021-11-12,439,AY.54
OL901545-1,19,2020-11-04,66,B.1.2
OL902067-1,39,2021-09-20,386,AY.118
OL902386-1,38,2021-09-01,367,AY.26
OL902550-1,38,2021-09-20,386,AY.81
OL902616-1,43,2021-12-06,463,AY.113
OL902679-1,43,2021-12-03,460,AY.3
OL902862-1,42,2021-12-04,461,AY.25.1
OL903105-1,42,2021-12-04,461,AY.103
OL903600-1,48,2021-12-04,461,AY.122
OL903605-1,42,2021-12-08,465,AY.103
OL903687-1,41,2021-12-05,462,AY.103
OL903697-1,45,2021-12-08,465,AY.44
OL904308-1,40,2021-12-06,463,AY.103
OL904517-1,43,2021-12-06,463,AY.44
OL904686-1,45,2021-12-06,463,AY.44
OL904723-1,43,2021-12-06,463,AY.103
OL906719-1,51,2021-12-06,463,AY.44
OL907579-1,39,2021-11-17,444,AY.103
OL907585-1,42,2021-11-17,444,AY.103
OL907730-1,43,2021-11-17,444,AY.119.2
OL907756-1,42,2021-11-17,444,AY.3
OL907895-1,43,2021-11-18,445,AY.119
OL907952-1,43,2021-11-18,445,AY.25
OL909325-1,46,2021-12-10,467,AY.44
OL909668-1,44,2021-09-13,379,AY.44
OL909944-1,36,2021-09-27,393,AY.122
OL909958-1,40,2021-10-11,407,AY.44
OL910152-1,38,2021-10-01,397,AY.103
OL910160-1,34,2021-11-15,442,AY.20
OL910460-1,38,2021-12-08,465,B.1.617.2
OL910709-1,43,2021-12-08,465,AY.103
OL911157-1,46,2021-12-08,465,AY.4
OL911652-1,43,2021-12-09,466,AY.103
OL912165-1,40,2021-12-10,467,AY.103
OL912357-1,43,2021-12-10,467,AY.75
OL912461-1,42,2021-12-11,468,AY.103
OL913490-1,44,2021-12-04,461,AY.44
OL917129-1,52,2021-11-29,456,AY.25
OL917487-1,41,2021-11-29,456,AY.103
OL917793-1,47,2021-11-30,457,AY.125
OL917804-1,42,2021-11-30,457,AY.3
OL918507-1,43,2021-12-01,458,AY.103
OL918662-1,42,2021-12-01,458,AY.118
OL918693-1,43,2021-12-02,459,AY.103
OL919089-1,47,2021-12-02,459,AY.4
OL919411-1,52,2021-12-04,461,AY.39
OL920190-1,44,2021-11-27,454,AY.44
OL920340-1,41,2021-11-26,453,AY.25.1
OL920488-1,38,2021-12-05,462,AY.107
OL920955-1,40,2021-11-26,453,AY.3
OL921267-1,42,2021-11-26,453,AY.103
OL922416-1,42,2021-11-12,439,AY.44
OL922503-1,46,2021-11-12,439,AY.3.1
